Applicant_ID,Applicant_Name,Age,Gender,City,Region,Employment_Type,Education,Marital_Status,Annual_Income,Credit_Score,Dependents,Years_At_Job,Own_House
APP00475,Rajesh Patel,33,Male,Kolkata,East,Self-Employed,Doctorate,Divorced,1155230.0,779.0,0,0,No
APP00476,Sunita Mishra,46,Female,Bhopal,Central,Freelancer,Doctorate,Single,575155.0,548.0,0,1,No
APP00477,Anita Jain,35,Male,Bangalore,South,Government Employee,,Widowed,607115.0,649.0,2,0,No
APP00478,Rajesh Shah,38,Female,Noida,North,Self-Employed,Post Graduate,Widowed,1082861.0,686.0,4,4,No
APP00479,Prakash Shah,27,Male,Hyderabad,South,Freelancer,High School,Single,611639.0,647.0,0,4,No
APP00480,Rohit Gupta,38,Male,Patna,East,Self-Employed,High School,Married,689613.0,701.0,3,8,No
APP00481,Suresh Shah,31,Male,Patna,East,Freelancer,Graduate,Married,554225.0,592.0,0,0,Yes
APP00482,Harish Singh,39,Female,Bhopal,Central,Government Employee,Graduate,Divorced,269978.0,598.0,1,2,Yes
APP00483,Sachin Bose,32,Female,Faridabad,North,Salaried,Doctorate,Divorced,856712.0,682.0,4,1,No
APP00484,Rekha Gupta,27,Female,Mumbai,West,Freelancer,Graduate,Divorced,628319.0,717.0,1,7,Yes
APP00485,manoj jain,31,Female,Patna,East,Self-Employed,Post Graduate,Widowed,1386074.0,656.0,3,1,Yes
APP00486,Shweta Verma,47,Female,Bangalore,South,Salaried,High School,Single,432161.0,719.0,0,6,No
APP00487,Anita Iyer,40,Male,Ahmedabad,Central,Government Employee,Doctorate,Divorced,812953.0,667.0,4,1,No
APP00488,Vijay Joshi,46,Female,Noida,North,Business Owner,Doctorate,Widowed,1019163.0,752.0,2,3,No
APP00489,Suman Shah,48,Female,Jaipur,Central,Business Owner,Post Graduate,Married,1845613.0,706.0,1,2,Yes
APP00490,Geeta Joshi,33,Male,Thane,West,Self-Employed,High School,Widowed,408542.0,617.0,4,0,No
APP00491,Meena Singh,51,Female,Faridabad,North,Self-Employed,High School,Married,974964.0,664.0,0,2,Yes
APP00492,Harish Singh,35,Male,Indore,Central,Self-Employed,Doctorate,Widowed,,658.0,2,3,Yes
APP00493,Amit Singh,25,Female,Faridabad,North,Business Owner,,Single,986712.0,679.0,4,4,No
APP00494,Nitin Verma,40,Male,Indore,Central,Self-Employed,Graduate,Divorced,788967.0,615.0,1,0,No
APP00495,Nitin Gupta,43,Male,Kolkata,East,Salaried,High School,Widowed,481156.0,627.0,2,0,Yes
APP00496,Prakash Nair,36,Female,Mumbai,West,Business Owner,High School,Divorced,564667.0,634.0,1,0,No
APP00497,Vikram Reddy,35,Female,Bhubaneswar,East,Salaried,High School,Widowed,767756.0,696.0,3,0,Yes
APP00498,Vijay Rao,35,Male,Ranchi,East,Business Owner,Graduate,Widowed,1166363.0,711.0,3,8,Yes
APP00499,Meena Joshi,49,Male,Patna,East,Government Employee,Post Graduate,Widowed,720990.0,666.0,0,1,Yes
APP00500,Manoj Bose,42,Male,Bhubaneswar,East,Business Owner,Post Graduate,Single,1630424.0,638.0,2,0,Yes
APP00501,Amit Iyer,55,Female,Bhubaneswar,East,Government Employee,High School,Widowed,808164.0,713.0,2,2,Yes
APP00502,Divya Rao,43,Female,Jaipur,Central,Business Owner,Doctorate,Married,,671.0,4,0,No
APP00503,Rahul Rao,36,Female,Thane,West,Freelancer,Graduate,Widowed,429186.0,542.0,4,3,Yes
APP00504,Rajesh Rao,45,Male,Patna,East,Government Employee,Graduate,Widowed,521642.0,598.0,4,3,Yes
APP00505,Priya Roy,21,Male,Jaipur,Central,Government Employee,Post Graduate,Single,612809.0,704.0,0,3,No
APP00506,Suresh Jain,57,Female,Indore,Central,Business Owner,High School,Married,798750.0,618.0,2,0,No
APP00507,Kavita Dubey,64,Male,Ranchi,East,Business Owner,Doctorate,Divorced,1138930.0,725.0,3,3,No
APP00508,Rekha Gupta,42,Female,Mysore,South,Freelancer,Graduate,Widowed,445735.0,660.0,4,6,No
APP00509,Amit Nair,44,Female,Thane,West,Self-Employed,High School,Divorced,551293.0,674.0,3,2,Yes
APP00510,Shweta Mishra,37,Male,Jaipur,Central,Self-Employed,High School,Single,701265.0,716.0,0,1,No
APP00511,Divya Sinha,28,Male,Patna,East,Salaried,High School,Married,362322.0,602.0,2,2,No
APP00512,Nisha Kumar,51,Female,Chennai,South,Freelancer,Doctorate,Single,1107391.0,690.0,1,8,No
APP00513,Rahul Joshi,37,Male,Hyderabad,South,Business Owner,Graduate,Married,1302799.0,738.0,1,3,No
APP00514,Nitin Dubey,44,Male,Bhubaneswar,East,Freelancer,Doctorate,Single,874870.0,671.0,0,8,No
APP00515,Suman Verma,43,Female,Hyderabad,South,Freelancer,Graduate,Divorced,150000.0,655.0,3,0,No
APP00516,HARISH NAIR,39,Male,Bhopal,Central,Business Owner,Post Graduate,Married,2144542.0,768.0,4,5,No
APP00517,Rahul Verma,30,Female,Kolkata,East,Self-Employed,Post Graduate,Divorced,1057692.0,640.0,2,6,No
APP00518,Kavita Rao,24,Male,Delhi,North,Salaried,Post Graduate,Single,559017.0,612.0,0,12,Yes
APP00519,Arun Reddy,47,Male,Patna,East,Business Owner,High School,Married,1144710.0,740.0,2,5,No
APP00520,Ravi Iyer,43,Male,Chennai,South,Government Employee,Graduate,Married,619527.0,630.0,3,5,No
APP00521,Suman Patel,49,Male,Noida,North,Salaried,High School,Divorced,607494.0,680.0,4,0,No
APP00522,Prakash Shah,48,Female,Patna,East,Freelancer,Doctorate,Married,576963.0,658.0,4,2,No
APP00523,Harish Kumar,31,Male,Gurgaon,North,Self-Employed,Post Graduate,Divorced,925315.0,639.0,2,6,No
APP00524,Divya Patel,34,Male,Chennai,South,Freelancer,High School,Widowed,404528.0,669.0,0,1,Yes
APP00525,Nitin Verma,38,Male,Bhopal,Central,Business Owner,High School,Married,665848.0,694.0,1,0,Yes
APP00526,Vijay Reddy,47,Male,Patna,East,Freelancer,Doctorate,Widowed,675795.0,631.0,2,1,Yes
APP00527,Shweta Jain,30,Female,Pune,West,Salaried,Post Graduate,Married,550817.0,690.0,4,1,Yes
APP00528,Amit Joshi,36,Male,Delhi,North,Salaried,Graduate,Single,322657.0,626.0,4,4,Yes
APP00529,Suman Sharma,38,Male,Hyderabad,South,Freelancer,Graduate,Married,541606.0,719.0,2,0,Yes
APP00530,Sunita Shah,24,Female,Mumbai,West,Business Owner,Doctorate,Widowed,1682867.0,786.0,2,2,No
APP00531,Rajesh Mishra,56,Female,Kolkata,East,Salaried,High School,Divorced,703010.0,684.0,4,1,Yes
APP00532,Amit Das,33,Male,Bhubaneswar,East,Salaried,Doctorate,Married,991807.0,713.0,2,6,Yes
APP00533,Nitin Jain,48,Female,Bhubaneswar,East,Freelancer,High School,Widowed,813949.0,698.0,4,1,Yes
APP00534,AJAY SHAH,32,Female,Delhi,North,Freelancer,Post Graduate,Married,324998.0,630.0,2,0,Yes
APP00535,Anita Singh,32,Female,Pune,West,Government Employee,High School,Divorced,465138.0,601.0,2,0,No
APP00536,Sunita Reddy,49,Male,Patna,East,Business Owner,Graduate,Widowed,974571.0,692.0,0,1,Yes
APP00537,Sachin Iyer,34,Male,Pune,West,Freelancer,Doctorate,Single,723278.0,705.0,2,1,No
APP00538,Pooja Sharma,29,Female,Jaipur,Central,Business Owner,Doctorate,Divorced,1581728.0,,1,1,Yes
APP00539,Kavita Roy,33,Female,Jaipur,Central,Business Owner,Graduate,Widowed,1514780.0,740.0,0,2,No
APP00540,Pooja Tiwari,39,Male,Indore,Central,Government Employee,Doctorate,Divorced,732666.0,705.0,1,13,Yes
APP00541,Ravi Tiwari,40,F,Bangalore,South,Self-Employed,High School,Divorced,500137.0,527.0,3,4,No
APP00542,Geeta Nair,36,Female,Bangalore,South,Salaried,Doctorate,Widowed,934003.0,641.0,1,4,No
APP00543,Nisha Mishra,38,Male,Noida,North,Government Employee,High School,Single,472557.0,615.0,0,6,No
APP00544,Prakash Joshi,34,Male,Bhubaneswar,East,Salaried,Post Graduate,Single,641140.0,664.0,4,1,Yes
APP00545,Rahul Verma,38,Male,Patna,East,Government Employee,High School,Widowed,539199.0,579.0,0,0,Yes
APP00546,Anita Iyer,21,Female,Gurgaon,North,Government Employee,,Widowed,208246.0,545.0,4,0,No
APP00547,Deepak Jain,33,Female,Jaipur,Central,Government Employee,,Single,679657.0,676.0,1,0,Yes
APP00548,Meena Das,41,Female,Mumbai,West,Government Employee,Post Graduate,Widowed,598852.0,763.0,2,8,No
APP00549,Vijay Roy,44,Male,Indore,Central,Government Employee,Graduate,Married,373143.0,563.0,0,0,No
APP00550,Ajay Gupta,46,Female,Mysore,South,Self-Employed,Graduate,Divorced,1105902.0,741.0,2,1,No
APP00551,Arun Verma,26,Female,Hyderabad,South,Self-Employed,High School,Divorced,1034241.0,640.0,3,8,No
APP00552,Meena Sharma,44,Male,Kolkata,East,Self-Employed,High School,Divorced,429164.0,575.0,0,0,Yes
APP00553,Pooja Mishra,38,Male,Nashik,West,Self-Employed,Post Graduate,Divorced,719475.0,703.0,0,0,Yes
APP00554,Deepak Gupta,32,Male,Mumbai,West,Freelancer,High School,Widowed,171202.0,562.0,0,0,Yes
APP00555,Rajesh Tiwari,35,Male,Mumbai,West,Self-Employed,Graduate,Married,561356.0,523.0,2,3,No
APP00556,Ajay Joshi,36,Male,Hyderabad,South,Self-Employed,High School,Single,621430.0,657.0,1,2,Yes
APP00557,Geeta Dubey,38,Male,Kolkata,East,Government Employee,Post Graduate,Widowed,750274.0,609.0,0,5,No
APP00558,Nitin Mishra,49,Female,Thane,West,Self-Employed,Doctorate,Married,1148981.0,783.0,0,14,No
APP00559,Kavita Yadav,44,Male,Patna,East,Government Employee,Post Graduate,Divorced,757649.0,654.0,2,0,No
APP00560,Kavita Joshi,32,Male,Delhi,North,Self-Employed,Doctorate,Divorced,1355404.0,676.0,1,2,Yes
APP00561,Priya Tiwari,25,Male,Faridabad,North,Salaried,Post Graduate,Married,455845.0,646.0,1,7,Yes
APP00562,Anita Nair,38,Female,Bangalore,South,Salaried,Post Graduate,Married,840639.0,,3,2,No
APP00563,Kavita Dubey,21,Female,Thane,West,Self-Employed,Doctorate,Married,921160.0,668.0,3,5,No
APP00564,Nitin Tiwari,21,Female,Nashik,West,Freelancer,Doctorate,Divorced,595743.0,645.0,2,12,No
APP00565,Sachin Tiwari,38,Male,Bhubaneswar,East,Freelancer,Doctorate,Divorced,734605.0,604.0,3,0,No
APP00566,Shweta Iyer,31,Male,Nashik,West,Freelancer,High School,Married,450822.0,591.0,0,6,Yes
APP00567,Rajesh Singh,26,Female,Ranchi,East,Salaried,Graduate,Single,644370.0,678.0,1,1,No
APP00568,Sneha Patel,49,Male,Bhubaneswar,East,Freelancer,Graduate,Divorced,324497.0,682.0,3,1,No
APP00569,Manoj Gupta,35,Male,Pune,West,Government Employee,Post Graduate,Married,736949.0,715.0,2,4,Yes
APP00570,Manoj Verma,37,Female,Ranchi,East,Freelancer,Doctorate,Married,536637.0,643.0,3,12,No
APP00571,Arun Iyer,21,Male,Pune,West,Government Employee,Doctorate,Married,800482.0,765.0,2,0,Yes
APP00572,Harish Roy,38,Male,Chennai,South,Salaried,Graduate,Divorced,751475.0,637.0,3,2,No
APP00573,Vikram Verma,21,Female,Pune,West,Business Owner,Graduate,Single,1752036.0,668.0,2,0,Yes
APP00574,Geeta Bose,35,Female,Mumbai,West,Business Owner,Doctorate,Married,1841230.0,772.0,1,1,Yes
APP00575,Anita Kumar,22,Male,Jaipur,Central,Salaried,Graduate,Married,,756.0,1,0,Yes
APP00576,Ravi Verma,24,Male,Bhopal,Central,Self-Employed,,Widowed,1159058.0,696.0,1,0,No
APP00577,Rahul Sharma,42,Male,Mysore,South,Self-Employed,Graduate,Single,804595.0,642.0,1,2,No
APP00578,Prakash Reddy,42,Male,Gurgaon,North,Freelancer,High School,Married,255776.0,672.0,0,4,No
APP00579,Rohit Jain,28,Female,Hyderabad,South,Self-Employed,High School,Single,753377.0,737.0,0,2,No
APP00580,Sneha Tiwari,41,Male,Bhubaneswar,East,Business Owner,Doctorate,Widowed,1902655.0,751.0,1,1,No
APP00581,RAHUL REDDY,25,Male,Pune,West,Business Owner,Doctorate,Single,1897625.0,797.0,1,5,Yes
APP00582,Kavita Das,33,Male,Jaipur,Central,Salaried,Post Graduate,Single,692311.0,617.0,1,0,Yes
APP00583,Suresh Reddy,58,Male,Patna,East,Business Owner,Graduate,Married,1111070.0,689.0,2,2,No
APP00584,Harish Mishra,31,Female,Thane,West,Self-Employed,High School,Single,317412.0,550.0,0,5,No
APP00585,Ajay Patel,21,Female,Noida,North,Self-Employed,High School,Single,881803.0,636.0,3,3,No
APP00586,Kavita Das,45,Male,Chennai,South,Self-Employed,Graduate,Widowed,1130890.0,640.0,0,1,No
APP00587,Geeta Bose,38,Female,Kolkata,East,Freelancer,,Widowed,356909.0,616.0,3,12,Yes
APP00588,Shweta Shah,44,Female,Chennai,South,Government Employee,Graduate,Widowed,295859.0,734.0,1,3,No
APP00589,Nitin Dubey,54,Female,Nashik,West,Salaried,High School,Widowed,498784.0,611.0,2,8,Yes
APP00590,Harish Kumar,24,Female,Noida,North,Freelancer,High School,Divorced,611657.0,630.0,4,2,No
APP00591,Nisha Mishra,23,Male,Gurgaon,North,Freelancer,Doctorate,Divorced,698186.0,594.0,4,1,No
APP00592,Amit Kumar,41,Female,Bangalore,South,Self-Employed,Graduate,Married,712104.0,689.0,3,0,No
APP00593,Vikram Tiwari,21,Male,Bhubaneswar,East,Business Owner,Post Graduate,Single,1511621.0,742.0,2,1,No
APP00594,RAVI RAO,42,Female,Bangalore,South,Self-Employed,Doctorate,Widowed,,757.0,2,4,No
APP00595,Pooja Patel,21,Male,Pune,West,Self-Employed,Post Graduate,Married,1036716.0,657.0,1,0,No
APP00596,Nitin Jain,37,Female,Bhubaneswar,East,Freelancer,High School,Widowed,503535.0,520.0,0,0,Yes
APP00597,Sunita Yadav,27,Female,Gurgaon,North,Business Owner,High School,Divorced,,682.0,4,5,No
APP00598,Deepak Nair,26,Male,Hyderabad,South,Government Employee,Doctorate,Single,728464.0,717.0,2,1,No
APP00599,Nitin Iyer,49,Female,Faridabad,North,Salaried,Doctorate,Married,663390.0,643.0,2,1,No
APP00600,SUNITA GUPTA,42,F,Jaipur,Central,Freelancer,Doctorate,Widowed,918959.0,598.0,1,4,Yes
APP00601,Meena Das,38,Female,Ranchi,East,Freelancer,High School,Divorced,278760.0,589.0,1,6,No
APP00602,Vijay Roy,43,Male,Ahmedabad,Central,Government Employee,High School,Widowed,533799.0,658.0,1,0,No
APP00603,Sneha Das,44,Male,Nashik,West,Self-Employed,High School,Widowed,279260.0,686.0,0,5,No
APP00604,Divya Reddy,28,Male,Bhopal,Central,Freelancer,High School,Widowed,404999.0,588.0,3,2,No
APP00605,Anita Singh,44,Male,Thane,West,Business Owner,High School,Divorced,894049.0,709.0,3,5,Yes
APP00606,Manoj Tiwari,46,Female,Delhi,North,Business Owner,High School,Married,1253786.0,709.0,0,4,No
APP00607,Deepak Patel,44,Female,Delhi,North,Government Employee,Doctorate,Single,839561.0,720.0,2,0,No
APP00608,Nitin Yadav,31,Female,Ahmedabad,Central,Salaried,Post Graduate,Married,486159.0,582.0,1,15,No
APP00609,Nisha Iyer,42,Female,Gurgaon,North,Self-Employed,Doctorate,Divorced,1306944.0,737.0,3,11,No
APP00610,Anita Gupta,54,Male,Noida,North,Government Employee,Post Graduate,Divorced,265439.0,633.0,4,0,No
APP00611,Ravi Roy,44,Female,Indore,Central,Self-Employed,Doctorate,Single,1323784.0,702.0,1,7,No
APP00612,Sneha Nair,37,Male,Bhubaneswar,East,Self-Employed,High School,Married,625530.0,680.0,3,1,No
APP00613,Rohit Roy,46,Female,Gurgaon,North,Salaried,Graduate,Single,703536.0,693.0,4,0,No
APP00614,Amit Kumar,38,Male,Bangalore,South,Freelancer,Post Graduate,Single,872883.0,680.0,1,7,No
APP00615,Manoj Patel,42,Male,Ranchi,East,Freelancer,Post Graduate,Widowed,521094.0,,0,0,Yes
APP00616,Sachin Gupta,48,Female,Indore,Central,Government Employee,High School,Divorced,255671.0,,0,8,Yes
APP00617,Ajay Shah,48,Male,Mumbai,West,Government Employee,Graduate,Married,651805.0,699.0,3,3,Yes
APP00618,Vikram Rao,24,Male,Thane,West,Business Owner,High School,Married,985108.0,648.0,0,1,Yes
APP00619,Vijay Rao,27,Female,Thane,West,Salaried,Graduate,Widowed,356519.0,555.0,0,5,Yes
APP00620,Ajay Shah,49,Male,Bangalore,South,Business Owner,Doctorate,Divorced,1433325.0,721.0,1,6,No
APP00621,Suman Patel,32,Female,Indore,Central,Government Employee,Graduate,Single,268285.0,571.0,3,0,Yes
APP00622,Harish Reddy,50,Female,Hyderabad,South,Salaried,Post Graduate,Single,817390.0,672.0,0,4,No
APP00623,Sneha Dubey,49,Male,Ahmedabad,Central,Business Owner,Doctorate,Widowed,2201459.0,772.0,1,5,No
APP00624,geeta yadav,24,Male,Bhopal,Central,Government Employee,Doctorate,Divorced,721446.0,632.0,0,1,No
APP00625,Ravi Bose,41,Female,Thane,West,Government Employee,Doctorate,Married,761972.0,672.0,2,0,Yes
APP00626,Nitin Singh,30,Female,Chennai,South,Freelancer,Post Graduate,Widowed,827039.0,639.0,0,4,No
APP00627,Geeta Dubey,21,Male,Ahmedabad,Central,Self-Employed,Doctorate,Single,896917.0,596.0,3,0,Yes
APP00628,Rekha Bose,31,Male,Mysore,South,Self-Employed,High School,Divorced,220611.0,616.0,0,1,No
APP00629,Meena Kumar,40,Male,Ranchi,East,Freelancer,Graduate,Divorced,510401.0,614.0,1,0,Yes
APP00630,Harish Rao,39,Male,Indore,Central,Freelancer,Graduate,Widowed,487492.0,657.0,0,0,No
APP00631,deepak rao,54,Female,Delhi,North,Government Employee,Doctorate,Married,,630.0,3,0,Yes
APP00632,Sachin Joshi,46,Male,Ranchi,East,Salaried,Graduate,Widowed,814184.0,728.0,4,3,No
APP00633,Amit Nair,26,Male,Mumbai,West,Business Owner,Doctorate,Single,1349698.0,761.0,1,11,No
APP00634,Suman Roy,40,Female,Ranchi,East,Business Owner,High School,Widowed,882632.0,693.0,1,3,Yes
APP00635,Vijay Nair,48,Female,Faridabad,North,Salaried,Graduate,Single,810526.0,666.0,3,3,No
APP00636,Rahul Das,37,Male,Chennai,South,Business Owner,Doctorate,Married,1562237.0,651.0,3,12,No
APP00637,Rajesh Yadav,49,Male,Ranchi,East,Salaried,Graduate,Widowed,539866.0,685.0,0,15,Yes
APP00638,Rohit Das,27,Female,Nashik,West,Salaried,High School,Single,324409.0,621.0,2,5,Yes
APP00639,Meena Das,36,Female,Bangalore,South,Business Owner,Post Graduate,Widowed,1737376.0,724.0,2,5,Yes
APP00640,Suresh Roy,21,Male,Faridabad,North,Freelancer,Graduate,Divorced,502371.0,635.0,2,3,Yes
APP00641,Kavita Jain,25,Male,Ahmedabad,Central,Government Employee,Post Graduate,Married,773801.0,638.0,1,0,No
APP00642,Anita Roy,40,Female,Faridabad,North,Salaried,Post Graduate,Divorced,784652.0,700.0,2,0,No
APP00643,Geeta Das,30,Male,Faridabad,North,Freelancer,High School,Single,296418.0,582.0,1,0,No
APP00644,Pooja Bose,29,Female,Ranchi,East,Government Employee,High School,Married,721327.0,646.0,0,3,Yes
APP00645,Anita Mishra,32,Male,Patna,East,Government Employee,Post Graduate,Married,699501.0,686.0,2,10,No
APP00646,prakash gupta,42,Male,Bangalore,South,Salaried,Graduate,Divorced,347924.0,648.0,1,3,No
APP00647,Priya Jain,46,Female,Jaipur,Central,Business Owner,,Single,1759424.0,715.0,3,1,No
APP00648,Prakash Bose,38,Male,Jaipur,Central,Government Employee,Graduate,Widowed,575382.0,692.0,2,3,No
APP00649,Pooja Bose,30,Female,Ranchi,East,Salaried,Doctorate,Divorced,591411.0,667.0,1,6,No
APP00650,Rahul Patel,45,Female,Kolkata,East,Government Employee,Graduate,Single,903328.0,646.0,3,1,No
APP00651,Sachin Jain,31,Male,Delhi,North,Salaried,High School,Single,789488.0,767.0,0,11,Yes
APP00652,Vijay Roy,30,Female,Hyderabad,South,Salaried,Graduate,Divorced,513770.0,556.0,0,0,Yes
APP00653,Sneha Dubey,38,Male,Gurgaon,North,Salaried,Post Graduate,Divorced,,637.0,1,10,No
APP00654,Sneha Mishra,31,Male,Faridabad,North,Freelancer,Graduate,Single,537809.0,629.0,0,2,Yes
APP00655,Vikram Reddy,25,Female,Mumbai,West,Self-Employed,Doctorate,Single,1315169.0,693.0,2,0,No
APP00656,Divya Sharma,35,Female,Mysore,South,Business Owner,High School,Widowed,1155373.0,647.0,0,8,Yes
APP00657,Vijay Singh,43,Female,Indore,Central,Freelancer,Post Graduate,Divorced,745227.0,654.0,1,1,No
APP00658,Shweta Tiwari,31,Female,Kolkata,East,Freelancer,Doctorate,Married,714940.0,579.0,0,3,No
APP00659,Nitin Sharma,24,Female,Mysore,South,Salaried,Graduate,Married,361957.0,654.0,2,1,No
APP00660,Kavita Gupta,43,Female,Mumbai,West,Government Employee,Doctorate,Widowed,580986.0,589.0,2,2,Yes
APP00661,Geeta Sinha,35,Male,Faridabad,North,Government Employee,High School,Widowed,299517.0,,1,0,No
APP00662,Geeta Das,65,Male,Ranchi,East,Self-Employed,Post Graduate,Married,1060241.0,749.0,1,7,Yes
APP00663,Shweta Joshi,42,Female,Kolkata,East,Freelancer,Doctorate,Married,791027.0,776.0,1,0,No
APP00664,Rohit Shah,26,Male,Jaipur,Central,Salaried,Graduate,Widowed,422194.0,663.0,3,4,No
APP00665,Rajesh Joshi,33,Male,Gurgaon,North,Business Owner,Doctorate,Single,1573767.0,780.0,0,2,No
APP00666,Rajesh Tiwari,47,Female,Jaipur,Central,Salaried,Post Graduate,Widowed,669416.0,687.0,0,1,Yes
APP00667,Amit Nair,35,Male,Hyderabad,South,Salaried,Post Graduate,Single,664473.0,781.0,2,1,No
APP00668,Amit Yadav,42,Male,Ahmedabad,Central,Salaried,Graduate,Single,573704.0,626.0,1,1,No
APP00669,Arun Patel,48,Female,Mumbai,West,Self-Employed,Post Graduate,Single,1461226.0,651.0,1,3,Yes
APP00670,Vijay Rao,21,Male,Ranchi,East,Salaried,High School,Single,675466.0,706.0,2,0,Yes
APP00671,Rahul Shah,21,Female,Mysore,South,Business Owner,High School,Single,961215.0,693.0,4,3,Yes
APP00672,Suman Sinha,47,Male,Mysore,South,Business Owner,Doctorate,Widowed,1770661.0,708.0,4,0,No
APP00673,Nisha Mishra,29,Female,Gurgaon,North,Government Employee,High School,Single,372663.0,584.0,1,1,No
APP00674,Arun Bose,44,Female,Patna,East,Salaried,Post Graduate,Widowed,696224.0,676.0,3,2,No
APP00675,Deepak Reddy,35,Female,Kolkata,East,Business Owner,High School,Married,941926.0,813.0,1,3,No
APP00676,Priya Nair,26,Female,Indore,Central,Salaried,Doctorate,Divorced,642647.0,695.0,2,0,No
APP00677,Suresh Iyer,40,Female,Noida,North,Self-Employed,High School,Single,1062068.0,713.0,0,7,No
APP00678,Rajesh Nair,41,Male,Hyderabad,South,Business Owner,Graduate,Widowed,449106.0,636.0,0,6,Yes
APP00679,Nisha Yadav,24,F,Jaipur,Central,Self-Employed,High School,Widowed,591284.0,608.0,2,1,Yes
APP00680,Ajay Bose,37,Male,Delhi,North,Freelancer,Graduate,Married,458644.0,691.0,3,3,No
APP00681,Sunita Yadav,31,F,Mysore,South,Self-Employed,Graduate,Widowed,850708.0,733.0,3,2,No
APP00682,Vikram Reddy,33,Female,Mysore,South,Business Owner,Doctorate,Divorced,1291966.0,674.0,3,1,No
APP00683,divya kumar,31,Female,Jaipur,Central,Salaried,High School,Widowed,446785.0,610.0,0,5,No
APP00684,Sachin Bose,21,Female,Bhubaneswar,East,Self-Employed,Graduate,Widowed,1109455.0,737.0,0,0,No
APP00685,Suresh Joshi,44,Female,Thane,West,Government Employee,Post Graduate,Single,,639.0,1,6,No
APP00686,Deepak Shah,37,Female,Ahmedabad,Central,Government Employee,Post Graduate,Single,704308.0,739.0,3,0,No
APP00687,Sanjay Reddy,42,Male,Kolkata,East,Self-Employed,Doctorate,Widowed,1469397.0,763.0,2,6,Yes
APP00688,rahul singh,45,Male,Pune,West,Business Owner,Graduate,Widowed,788065.0,677.0,0,4,No
APP00689,Kavita Jain,52,Male,Patna,East,Business Owner,Graduate,Divorced,1451245.0,709.0,0,8,No
APP00690,Ajay Yadav,33,Male,Noida,North,Self-Employed,High School,Single,725440.0,674.0,4,5,No
APP00691,Geeta Sharma,54,Male,Nashik,West,Freelancer,High School,Widowed,560731.0,670.0,1,4,No
APP00692,Sunita Yadav,47,Male,Chennai,South,Salaried,Graduate,Single,583368.0,598.0,1,5,Yes
APP00693,Rekha Sharma,29,Female,Bangalore,South,Salaried,Graduate,Married,482624.0,588.0,1,0,Yes
APP00694,Geeta Gupta,30,Male,Mumbai,West,Business Owner,Post Graduate,Widowed,1746233.0,736.0,1,2,No
APP00695,Rohit Kumar,28,Male,Pune,West,Self-Employed,Post Graduate,Widowed,1324628.0,735.0,3,6,Yes
APP00696,Rekha Iyer,48,Male,Bangalore,South,Business Owner,High School,Divorced,1293577.0,662.0,3,1,No
APP00697,Rohit Sharma,39,Female,Jaipur,Central,Government Employee,Post Graduate,Divorced,751286.0,610.0,1,0,No
APP00698,Ravi Sharma,29,Male,Faridabad,North,Salaried,Post Graduate,Married,537603.0,682.0,1,3,Yes
APP00699,Manoj Jain,46,Male,Bhopal,Central,Business Owner,High School,Single,516291.0,681.0,2,5,No
APP00700,Pooja Sinha,44,Male,Faridabad,North,Salaried,Doctorate,Single,,736.0,4,2,No
APP00701,Sanjay Tiwari,41,Male,Mumbai,West,Freelancer,High School,Divorced,165279.0,627.0,2,1,No
APP00702,Geeta Sinha,35,Female,Kolkata,East,Salaried,Post Graduate,Single,840733.0,659.0,0,22,No
APP00703,Sneha Reddy,41,Female,Gurgaon,North,Salaried,Graduate,Single,656908.0,686.0,0,0,No
APP00704,Anita Singh,22,Female,Gurgaon,North,Salaried,High School,Married,689051.0,615.0,2,6,No
APP00705,Sunita Kumar,27,Female,Indore,Central,Freelancer,Doctorate,Married,663387.0,654.0,0,6,No
APP00706,Shweta Mishra,36,Female,Chennai,South,Salaried,Post Graduate,Married,393832.0,671.0,4,4,No
APP00707,Deepak Gupta,44,Male,Nashik,West,Freelancer,High School,Married,599339.0,678.0,0,3,No
APP00708,Arun Sinha,48,Female,Thane,West,Business Owner,Doctorate,Single,2028033.0,792.0,1,3,No
APP00709,Amit Bose,39,Male,Faridabad,North,Salaried,Graduate,Widowed,604302.0,639.0,1,4,No
APP00710,Vikram Reddy,53,Male,Kolkata,East,Government Employee,Doctorate,Married,546586.0,632.0,3,3,No
APP00711,Vikram Das,41,Female,Jaipur,Central,Business Owner,Doctorate,Divorced,923990.0,715.0,1,3,Yes
APP00712,Kavita Sinha,46,Female,Bhopal,Central,Salaried,Post Graduate,Married,708094.0,636.0,1,4,No
APP00713,Nisha Sharma,27,Male,Mysore,South,Business Owner,Post Graduate,Divorced,1973398.0,859.0,0,4,No
APP00714,Vijay Sharma,38,Male,Pune,West,Business Owner,Doctorate,Single,1207794.0,748.0,2,0,No
APP00715,Nitin Mishra,50,Male,Indore,Central,Salaried,Doctorate,Married,1143302.0,734.0,1,2,Yes
APP00716,Arun Roy,29,Male,Faridabad,North,Business Owner,Post Graduate,Divorced,1782935.0,770.0,2,0,Yes
APP00717,Suresh Dubey,53,Female,Jaipur,Central,Freelancer,High School,Married,528096.0,678.0,3,12,No
APP00718,Harish Iyer,42,Male,Nashik,West,Salaried,Graduate,Divorced,423552.0,797.0,2,2,No
